,time_A,A0,A1,A2,time_B,B0,B1,B2,time_C,C0,C1,C2,time_C,C0,C1,C2
4837,148.69,44,358,95,157.34,152,313,110,152.19,54,135,346,152.19,54,135,346
4838,148.72,44,358,95,157.38,152,313,110,152.22,54,135,346,152.22,54,135,346
4839,148.75,44,358,95,157.41,152,313,110,152.26,54,135,346,152.26,54,135,346
4840,148.79,44,358,95,157.44,152,313,110,152.29,54,135,346,152.29,54,135,346
4841,148.82,44,358,95,157.48,152,313,110,152.32,54,135,346,152.32,54,135,346
4842,148.85,44,357,95,157.51,152,313,110,152.35,54,135,346,152.35,54,135,346
4843,148.88,44,358,95,157.54,152,313,110,152.39,54,135,346,152.39,54,135,346
4844,148.91,44,358,95,157.58,152,313,110,152.42,54,135,346,152.42,54,135,346
4845,148.94,44,358,95,157.61,153,313,110,152.45,54,135,346,152.45,54,135,346
4846,148.97,44,358,95,157.64,152,313,110,152.48,54,135,346,152.48,54,135,346
4847,149.00,44,358,95,157.68,152,313,110,152.52,54,135,346,152.52,54,135,346
4848,149.04,44,358,95,157.71,152,313,110,152.55,54,135,346,152.55,54,135,346
4849,149.07,44,358,95,157.74,152,313,110,152.58,54,135,346,152.58,54,135,346
4850,149.10,44,358,95,157.77,152,313,110,152.61,54,135,346,152.61,54,135,346
4851,149.13,44,358,95,157.81,152,313,110,152.64,54,135,346,152.64,54,135,346
4852,149.16,44,358,95,157.84,153,313,110,152.68,54,135,346,152.68,54,135,346
4853,149.19,44,357,95,157.88,152,313,110,152.71,54,135,346,152.71,54,135,346
4854,149.22,44,358,95,157.91,153,313,111,152.74,54,135,346,152.74,54,135,346
4855,149.25,44,358,95,157.94,153,313,110,152.77,54,135,346,152.77,54,135,346
4856,149.28,44,358,95,157.98,152,313,110,152.80,54,135,346,152.80,54,135,346
4857,149.32,44,358,95,158.01,152,313,111,152.84,54,135,346,152.84,54,135,346
4858,149.35,44,357,95,158.04,152,313,110,152.87,54,135,346,152.87,54,135,346
4859,149.38,44,358,95,158.07,152,313,111,152.90,54,135,346,152.90,54,135,346
4860,149.41,44,358,95,158.11,152,313,110,152.93,54,135,346,152.93,54,135,346
4861,149.44,44,357,95,158.14,152,313,110,152.97,54,135,346,152.97,54,135,346
4862,149.47,44,358,95,158.18,152,313,111,153.00,54,135,346,153.00,54,135,346
4863,149.50,44,358,95,158.21,152,313,110,153.03,54,135,346,153.03,54,135,346
4864,149.53,44,357,95,158.24,152,313,111,153.06,54,135,346,153.06,54,135,346
4865,149.57,44,357,95,158.27,153,313,110,153.10,54,135,346,153.10,54,135,346
4866,149.60,44,358,95,158.31,153,313,110,153.13,54,135,346,153.13,54,135,346
4867,149.63,44,358,95,158.34,152,313,110,153.16,54,135,346,153.16,54,135,346
4868,149.66,44,358,95,158.37,153,313,110,153.19,54,135,346,153.19,54,135,346
4869,149.69,44,358,95,158.41,152,313,110,153.22,54,135,346,153.22,54,135,346
4870,149.72,44,358,95,158.44,152,311,109,153.26,54,135,346,153.26,54,135,346
4871,149.75,44,358,95,158.47,151,310,109,153.29,54,135,346,153.29,54,135,346
4872,149.78,44,358,95,158.51,150,308,109,153.32,54,135,346,153.32,54,135,346
4873,149.82,44,358,95,158.54,151,310,109,153.35,54,135,346,153.35,54,135,346
4874,149.85,44,357,95,158.57,151,311,110,153.38,54,135,346,153.38,54,135,346
4875,149.88,44,358,95,158.61,151,311,110,153.42,54,135,346,153.42,54,135,346
4876,149.91,44,358,95,158.64,152,312,109,153.45,54,135,346,153.45,54,135,346
4877,149.94,44,357,95,158.67,151,310,110,153.48,54,135,346,153.48,54,135,346
4878,149.97,44,357,95,158.71,151,310,110,153.52,54,135,346,153.52,54,135,346
4879,150.00,44,358,95,158.74,152,312,110,153.55,54,135,346,153.55,54,135,346
4880,150.03,44,358,95,158.77,152,312,110,153.58,54,135,346,153.58,54,135,346
4881,150.07,44,357,95,158.81,152,312,110,153.61,54,135,346,153.61,54,135,346
4882,150.10,44,358,95,158.84,152,312,110,153.64,54,135,346,153.64,54,135,346
4883,150.13,44,358,95,158.87,152,312,110,153.68,54,135,346,153.68,54,135,346
4884,150.16,44,357,95,158.91,152,312,110,153.71,54,135,346,153.71,54,135,346
4885,150.19,44,357,95,158.94,152,312,110,153.74,54,135,346,153.74,54,135,346
4886,150.22,44,357,95,158.97,152,312,110,153.77,54,135,346,153.77,54,135,346
4887,150.25,44,357,95,159.01,152,312,110,153.80,54,135,346,153.80,54,135,346
4888,150.28,44,358,95,159.04,152,312,110,153.84,54,135,346,153.84,54,135,346
4889,150.32,44,357,95,159.07,152,312,110,153.87,54,135,346,153.87,54,135,346
4890,150.35,44,357,95,159.11,152,312,110,153.90,54,135,346,153.90,54,135,346
4891,150.38,44,357,95,159.14,152,312,110,153.93,54,135,346,153.93,54,135,346
4892,150.41,44,357,95,159.17,152,312,110,153.97,54,135,346,153.97,54,135,346
4893,150.44,44,357,95,159.21,152,312,110,154.00,54,135,346,154.00,54,135,346
4894,150.47,44,357,95,159.24,152,312,110,154.03,54,135,346,154.03,54,135,346
4895,150.50,44,357,95,159.27,152,312,110,154.06,54,135,346,154.06,54,135,346
4896,150.53,44,358,95,159.31,152,312,110,154.09,54,135,346,154.09,54,135,346
4897,150.56,44,358,95,159.34,152,312,110,154.13,54,135,346,154.13,54,135,346
4898,150.60,44,357,95,159.37,152,312,110,154.16,54,135,346,154.16,54,135,346
4899,150.63,44,357,95,159.41,152,312,110,154.19,54,135,346,154.19,54,135,346
4900,150.66,44,358,95,159.44,152,312,110,154.22,54,135,346,154.22,54,135,346
4901,150.69,44,358,95,159.47,152,312,110,154.26,54,135,346,154.26,54,135,346
4902,150.72,44,357,95,159.51,152,312,110,154.29,53,135,346,154.29,53,135,346
4903,150.75,44,358,95,159.54,152,312,110,154.32,54,135,346,154.32,54,135,346
4904,150.78,44,357,95,159.57,152,312,110,154.35,54,135,346,154.35,54,135,346
4905,150.81,44,357,95,159.61,152,312,110,154.38,54,135,346,154.38,54,135,346
4906,150.85,44,358,95,159.64,152,312,110,154.42,54,135,346,154.42,54,135,346
4907,150.88,44,358,95,159.67,152,312,110,154.45,54,135,346,154.45,54,135,346
4908,150.91,44,357,95,159.71,152,312,110,154.48,54,135,346,154.48,54,135,346
4909,150.94,44,357,95,159.74,152,312,110,154.51,54,135,346,154.51,54,135,346
4910,150.97,44,358,95,159.77,152,312,110,154.55,54,135,346,154.55,54,135,346
4911,151.00,44,358,95,159.80,152,312,110,154.58,54,135,346,154.58,54,135,346
4912,151.03,44,358,95,159.84,152,312,110,154.61,54,135,346,154.61,54,135,346
4913,151.06,44,358,95,159.87,152,312,110,154.64,54,135,346,154.64,54,135,346
4914,151.09,44,358,95,159.91,152,312,110,154.68,54,135,346,154.68,54,135,346
4915,151.13,44,358,95,159.94,152,312,110,154.71,54,135,346,154.71,54,135,346
4916,151.16,44,358,95,159.97,152,312,110,154.74,54,135,346,154.74,54,135,346
4917,151.19,44,358,95,160.01,152,312,110,154.77,54,135,346,154.77,54,135,346
4918,151.22,44,358,95,160.04,152,312,110,154.80,53,135,346,154.80,53,135,346
4919,151.25,44,358,95,160.07,152,312,110,154.84,54,135,346,154.84,54,135,346
4920,151.28,44,358,95,160.11,152,312,110,154.87,54,135,346,154.87,54,135,346
4921,151.31,44,358,95,160.14,152,312,110,154.90,54,135,346,154.90,54,135,346
4922,151.34,44,358,95,160.17,152,312,110,154.93,54,135,346,154.93,54,135,346
4923,151.38,44,358,95,160.20,152,312,110,154.96,54,135,346,154.96,54,135,346
4924,151.41,44,357,95,160.24,152,312,110,155.00,53,135,346,155.00,53,135,346
4925,151.44,44,358,95,160.27,152,312,110,155.03,54,135,346,155.03,54,135,346
4926,151.47,44,357,95,160.30,152,312,110,155.06,54,135,346,155.06,54,135,346
4927,151.50,44,357,95,160.34,152,312,110,155.09,54,135,346,155.09,54,135,346
4928,151.53,44,358,95,160.37,152,312,110,155.13,54,135,346,155.13,54,135,346
4929,151.56,44,358,95,160.40,152,312,110,155.16,54,135,346,155.16,54,135,346
4930,151.59,44,358,95,160.44,152,308,109,155.19,54,135,346,155.19,54,135,346
4931,151.62,44,358,95,160.47,151,309,109,155.22,54,135,346,155.22,54,135,346
4932,151.66,44,358,95,160.50,150,310,110,155.26,54,135,346,155.26,54,135,346
4933,151.69,44,357,95,160.54,150,309,110,155.29,54,135,346,155.29,54,135,346
4934,151.72,44,358,95,160.57,151,310,109,155.32,54,135,346,155.32,54,135,346
4935,151.75,44,357,95,160.60,151,311,110,155.35,54,135,346,155.35,54,135,346
4936,151.78,44,357,95,160.64,151,311,110,155.38,54,134,346,155.38,54,134,346
4937,151.81,44,357,95,160.67,151,311,110,155.42,54,135,346,155.42,54,135,346
4938,151.84,44,358,95,160.70,151,311,110,155.45,54,135,346,155.45,54,135,346
4939,151.87,44,357,95,160.74,151,311,110,155.48,54,135,346,155.48,54,135,346
4940,151.91,44,357,95,160.77,152,311,110,155.51,54,135,346,155.51,54,135,346
4941,151.94,44,357,95,160.80,151,311,110,155.55,54,135,346,155.55,54,135,346
4942,151.97,44,357,95,160.84,152,311,109,155.58,54,135,346,155.58,54,135,346
4943,152.00,44,358,95,160.87,151,312,110,155.61,54,135,346,155.61,54,135,346
4944,152.03,44,358,95,160.90,152,312,110,155.64,54,135,346,155.64,54,135,346
4945,152.06,44,357,95,160.94,152,312,110,155.67,54,135,346,155.67,54,135,346
4946,152.09,44,357,95,160.97,152,312,110,155.71,54,135,346,155.71,54,135,346
4947,152.12,44,357,95,161.00,152,312,110,155.74,54,135,346,155.74,54,135,346
4948,152.16,44,357,95,161.04,152,312,110,155.77,54,135,346,155.77,54,135,346
4949,152.19,44,358,95,161.07,152,312,110,155.80,54,135,346,155.80,54,135,346
4950,152.22,44,357,95,161.10,152,312,110,155.84,54,135,346,155.84,54,135,346
4951,152.25,44,357,95,161.14,152,312,110,155.87,54,135,346,155.87,54,135,346
4952,152.28,44,357,95,161.17,152,312,110,155.90,54,135,346,155.90,54,135,346
4953,152.31,44,357,95,161.20,152,312,110,155.93,54,135,346,155.93,54,135,346
4954,152.34,44,358,95,161.24,152,312,110,155.96,54,135,346,155.96,54,135,346
4955,152.37,44,358,95,161.27,152,312,110,156.00,54,135,346,156.00,54,135,346
4956,152.40,44,358,95,161.30,152,312,110,156.03,54,135,346,156.03,54,135,346
4957,152.44,44,357,95,161.34,152,313,110,156.06,54,135,346,156.06,54,135,346
4958,152.47,44,357,95,161.37,152,312,110,156.09,54,135,346,156.09,54,135,346
4959,152.50,44,357,95,161.40,152,313,110,156.13,54,135,346,156.13,54,135,346
4960,152.53,44,357,95,161.44,152,312,110,156.16,54,135,346,156.16,54,135,346
4961,152.56,44,357,95,161.47,152,313,110,156.19,54,135,346,156.19,54,135,346
4962,152.59,44,357,95,161.50,152,312,110,156.22,54,135,346,156.22,54,135,346
4963,152.62,44,357,95,161.54,152,312,110,156.26,54,135,346,156.26,54,135,346
4964,152.65,44,357,95,161.57,152,312,110,156.29,54,135,346,156.29,54,135,346
4965,152.69,44,357,95,161.60,152,313,110,156.32,54,135,346,156.32,54,135,346
4966,152.72,44,357,95,161.64,152,312,110,156.35,54,135,346,156.35,54,135,346
4967,152.75,44,357,95,161.67,152,312,110,156.38,54,134,346,156.38,54,134,346
4968,152.78,44,357,95,161.70,152,312,110,156.42,54,135,346,156.42,54,135,346
4969,152.81,44,357,95,161.74,152,312,110,156.45,54,135,346,156.45,54,135,346
4970,152.84,44,357,95,161.77,152,312,110,156.48,54,135,346,156.48,54,135,346
4971,152.87,44,357,95,161.80,152,312,110,156.51,54,135,346,156.51,54,135,346
4972,152.90,44,357,95,161.84,152,312,110,156.55,54,135,346,156.55,54,135,346
4973,152.94,44,357,95,161.87,152,312,110,156.58,54,135,346,156.58,54,135,346
4974,152.97,44,357,95,161.90,152,312,110,156.61,54,135,346,156.61,54,135,346
4975,153.00,44,357,95,161.94,152,312,110,156.64,54,134,346,156.64,54,134,346
4976,153.03,44,357,95,161.97,152,312,110,156.67,54,135,346,156.67,54,135,346
4977,153.06,44,357,95,162.00,153,313,110,156.71,54,135,346,156.71,54,135,346
4978,153.09,44,357,95,162.04,152,312,110,156.74,54,135,346,156.74,54,135,346
4979,153.12,44,357,95,162.07,152,313,110,156.77,54,135,346,156.77,54,135,346
4980,153.15,44,357,95,162.10,152,312,110,156.80,54,134,346,156.80,54,134,346
4981,153.19,44,357,95,162.13,152,312,110,156.84,54,135,346,156.84,54,135,346
4982,153.22,44,357,95,162.17,152,312,110,156.87,54,135,346,156.87,54,135,346
4983,153.25,44,357,95,162.20,152,312,110,156.90,54,135,346,156.90,54,135,346
4984,153.28,44,357,95,162.24,152,312,110,156.93,54,135,346,156.93,54,135,346
4985,153.31,44,357,95,162.27,152,312,110,156.96,54,135,346,156.96,54,135,346
4986,153.34,43,357,95,162.30,152,312,110,157.00,54,135,346,157.00,54,135,346
4987,153.37,43,358,95,162.33,152,312,110,157.03,54,135,346,157.03,54,135,346
4988,153.40,44,357,95,162.37,152,312,110,157.06,54,135,346,157.06,54,135,346
4989,153.43,44,357,95,162.40,152,312,110,157.09,54,135,346,157.09,54,135,346
4990,153.47,44,357,95,162.44,152,312,110,157.13,54,135,346,157.13,54,135,346
4991,153.50,44,357,95,162.47,152,312,110,157.16,54,135,346,157.16,54,135,346
4992,153.53,44,357,95,162.50,152,312,110,157.19,54,135,346,157.19,54,135,346
4993,153.56,44,357,95,162.53,152,312,110,157.22,54,135,346,157.22,54,135,346
4994,153.59,44,357,95,162.57,152,312,110,157.25,54,135,346,157.25,54,135,346
4995,153.62,44,357,95,162.60,152,312,110,157.29,54,135,346,157.29,54,135,346
4996,153.65,44,357,95,162.63,152,313,110,157.32,54,134,346,157.32,54,134,346
4997,153.68,44,357,95,162.67,152,312,110,157.35,54,135,346,157.35,54,135,346
4998,153.72,44,357,95,162.70,152,312,110,157.38,54,135,346,157.38,54,135,346
4999,153.75,44,357,95,162.73,152,312,110,157.41,54,135,346,157.41,54,135,346
5000,153.78,44,357,95,162.77,152,312,110,157.45,54,135,346,157.45,54,135,346
5001,153.81,44,357,95,162.80,152,312,110,157.48,54,134,346,157.48,54,134,346
5002,153.84,44,357,95,162.83,152,312,110,157.51,54,135,346,157.51,54,135,346
5003,153.87,44,357,95,162.87,152,312,110,157.54,54,135,346,157.54,54,135,346
5004,153.90,44,357,95,162.90,152,312,110,157.58,54,135,346,157.58,54,135,346
5005,153.93,44,357,95,162.93,152,313,110,157.61,54,135,346,157.61,54,135,346
5006,153.96,44,357,95,162.97,152,312,110,157.64,53,135,346,157.64,53,135,346
5007,154.00,44,357,95,163.00,152,313,110,157.67,54,135,346,157.67,54,135,346
5008,154.03,44,357,95,163.03,152,313,110,157.71,54,135,346,157.71,54,135,346
5009,154.06,44,358,95,163.07,152,312,110,157.74,54,135,346,157.74,54,135,346
5010,154.09,44,357,95,163.10,152,313,110,157.77,54,135,346,157.77,54,135,346
5011,154.12,44,357,95,163.13,152,312,110,157.80,54,135,346,157.80,54,135,346
5012,154.15,44,357,95,163.17,152,313,110,157.84,54,135,346,157.84,54,135,346
5013,154.18,44,357,95,163.20,152,312,110,157.87,54,135,346,157.87,54,135,346
5014,154.21,44,357,95,163.23,152,312,110,157.90,54,135,346,157.90,54,135,346
5015,154.25,44,357,95,163.27,152,312,110,157.93,54,135,346,157.93,54,135,346
5016,154.28,44,357,95,163.30,152,313,110,157.96,54,135,346,157.96,54,135,346
5017,154.31,44,357,95,163.33,152,313,110,158.00,54,135,346,158.00,54,135,346
5018,154.34,44,357,95,163.37,152,312,110,158.03,54,135,346,158.03,54,135,346
5019,154.37,44,357,95,163.40,152,312,110,158.06,54,135,346,158.06,54,135,346
5020,154.40,44,357,95,163.43,152,312,110,158.09,54,135,346,158.09,54,135,346
5021,154.43,44,357,95,163.47,152,312,110,158.13,54,135,346,158.13,54,135,346
5022,154.46,44,357,95,163.50,152,312,110,158.16,54,135,346,158.16,54,135,346
5023,154.49,44,357,95,163.53,152,312,110,158.19,53,135,346,158.19,53,135,346
5024,154.53,44,357,95,163.57,152,311,110,158.22,54,135,346,158.22,54,135,346
5025,154.56,44,357,95,163.60,152,312,110,158.25,54,135,346,158.25,54,135,346
5026,154.59,44,357,95,163.63,152,311,110,158.29,54,135,346,158.29,54,135,346
5027,154.62,44,357,95,163.66,152,312,110,158.32,54,135,346,158.32,54,135,346
5028,154.65,44,357,95,163.70,152,312,110,158.35,54,135,346,158.35,54,135,346
5029,154.68,44,357,95,163.73,152,312,110,158.38,54,135,346,158.38,54,135,346
5030,154.71,44,357,95,163.77,152,312,110,158.41,54,135,346,158.41,54,135,346
5031,154.74,44,357,95,163.80,152,312,110,158.45,54,135,346,158.45,54,135,346
5032,154.78,44,357,95,163.83,152,313,110,158.48,54,135,346,158.48,54,135,346
5033,154.81,44,357,95,163.87,152,312,110,158.51,54,135,346,158.51,54,135,346
5034,154.84,44,357,95,163.90,151,311,110,158.54,54,135,346,158.54,54,135,346
5035,154.87,44,357,95,163.93,150,308,109,158.58,54,135,346,158.58,54,135,346
5036,154.90,44,357,95,163.97,151,310,109,158.61,54,135,346,158.61,54,135,346
5037,154.93,44,357,95,164.00,151,311,110,158.64,54,135,346,158.64,54,135,346
5038,154.96,44,357,95,164.03,152,311,110,158.67,54,135,346,158.67,54,135,346
5039,154.99,44,357,95,164.07,152,311,110,158.71,54,135,346,158.71,54,135,346
5040,155.02,44,357,95,164.10,152,311,110,158.74,53,134,346,158.74,53,134,346
5041,155.06,44,357,95,164.13,152,312,110,158.77,54,134,346,158.77,54,134,346
5042,155.09,44,357,95,164.16,152,312,110,158.80,54,135,346,158.80,54,135,346
5043,155.12,44,357,95,164.20,152,312,110,158.83,54,135,346,158.83,54,135,346
5044,155.15,44,357,95,164.23,152,312,110,158.87,54,135,346,158.87,54,135,346
5045,155.18,44,357,95,164.26,152,312,110,158.90,54,135,346,158.90,54,135,346
5046,155.21,44,357,95,164.30,152,312,110,158.93,54,135,346,158.93,54,135,346
5047,155.24,44,357,95,164.33,152,312,110,158.96,54,135,346,158.96,54,135,346
5048,155.27,44,357,95,164.37,152,312,110,159.00,54,135,346,159.00,54,135,346
5049,155.31,44,357,95,164.40,152,312,110,159.03,54,135,346,159.03,54,135,346
5050,155.34,44,357,95,164.43,152,312,110,159.06,54,135,346,159.06,54,135,346
5051,155.37,44,357,95,164.46,152,312,110,159.09,54,135,346,159.09,54,135,346
5052,155.40,44,357,95,164.50,152,312,110,159.12,54,135,346,159.12,54,135,346
5053,155.43,44,357,95,164.53,152,312,110,159.16,54,135,346,159.16,54,135,346
5054,155.46,44,357,95,164.56,152,312,110,159.19,54,135,346,159.19,54,135,346
5055,155.49,44,357,95,164.60,152,312,110,159.22,54,135,346,159.22,54,135,346
5056,155.52,44,357,95,164.63,152,312,110,159.25,54,135,346,159.25,54,135,346
5057,155.55,44,357,95,164.66,152,312,110,159.29,54,135,346,159.29,54,135,346
5058,155.59,44,357,95,164.70,152,312,110,159.32,54,135,346,159.32,54,135,346
5059,155.62,44,357,95,164.73,152,312,110,159.35,54,135,346,159.35,54,135,346
5060,155.65,44,357,95,164.76,152,312,110,159.38,54,135,346,159.38,54,135,346
5061,155.68,44,357,95,164.80,152,312,110,159.41,54,135,346,159.41,54,135,346
5062,155.71,44,357,95,164.83,152,312,110,159.45,54,135,346,159.45,54,135,346
5063,155.74,43,357,95,164.86,152,312,110,159.48,54,135,346,159.48,54,135,346
5064,155.77,44,357,95,164.90,152,312,110,159.51,54,135,346,159.51,54,135,346
5065,155.80,44,357,95,164.93,152,312,110,159.54,54,135,346,159.54,54,135,346
5066,155.84,44,357,95,164.96,152,312,110,159.58,54,135,346,159.58,54,135,346
5067,155.87,44,357,95,165.00,152,312,110,159.61,54,134,346,159.61,54,134,346
5068,155.90,44,357,95,165.03,152,312,110,159.64,54,135,346,159.64,54,135,346
5069,155.93,44,357,95,165.06,152,313,110,159.67,54,135,346,159.67,54,135,346
5070,155.96,44,357,95,165.10,152,312,110,159.71,54,135,346,159.71,54,135,346
5071,155.99,44,357,95,165.13,152,312,110,159.74,54,134,346,159.74,54,134,346
5072,156.02,44,357,95,165.16,152,312,110,159.77,54,135,346,159.77,54,135,346
5073,156.05,44,357,95,165.20,152,312,110,159.80,54,135,346,159.80,54,135,346
5074,156.09,44,357,95,165.23,152,312,110,159.83,54,135,346,159.83,54,135,346
5075,156.12,44,357,95,165.26,152,312,110,159.87,54,135,346,159.87,54,135,346
5076,156.15,44,357,95,165.30,152,312,110,159.90,54,135,346,159.90,54,135,346
5077,156.18,44,357,95,165.33,152,312,110,159.93,54,135,345,159.93,54,135,345
5078,156.21,44,357,95,165.36,152,312,110,159.96,54,135,346,159.96,54,135,346
5079,156.24,44,357,95,165.40,152,312,110,159.99,54,135,346,159.99,54,135,346
5080,156.27,44,357,95,165.43,152,312,110,160.03,54,135,346,160.03,54,135,346
5081,156.30,44,357,95,165.46,152,312,110,160.06,54,135,346,160.06,54,135,346
5082,156.34,44,357,95,165.50,152,312,110,160.09,54,135,346,160.09,54,135,346
5083,156.37,44,357,95,165.53,152,312,110,160.12,54,135,345,160.12,54,135,345
5084,156.40,44,357,95,165.56,152,312,110,160.16,54,135,346,160.16,54,135,346
5085,156.43,44,357,95,165.60,152,312,110,160.19,54,135,346,160.19,54,135,346
5086,156.46,44,357,95,165.63,152,312,110,160.22,54,135,346,160.22,54,135,346
5087,156.49,44,357,95,165.66,152,312,110,160.25,54,135,346,160.25,54,135,346
5088,156.52,44,357,95,165.70,152,312,110,160.28,53,134,346,160.28,53,134,346
5089,156.55,44,357,95,165.73,152,312,110,160.32,54,135,346,160.32,54,135,346
5090,156.59,44,357,95,165.76,152,312,110,160.35,54,135,346,160.35,54,135,346
5091,156.62,44,357,95,165.80,152,312,110,160.38,54,135,346,160.38,54,135,346
5092,156.65,43,357,95,165.83,152,312,110,160.41,54,135,346,160.41,54,135,346
5093,156.68,44,357,95,165.86,152,312,110,160.45,54,135,346,160.45,54,135,346
5094,156.71,44,357,95,165.90,152,312,110,160.48,54,135,346,160.48,54,135,346
5095,156.74,44,357,95,165.93,152,312,110,160.51,54,135,346,160.51,54,135,346
5096,156.77,44,357,95,165.96,152,312,110,160.54,54,135,346,160.54,54,135,346
5097,156.80,44,357,95,166.00,152,312,110,160.58,54,135,346,160.58,54,135,346
5098,156.84,44,357,95,166.03,152,312,110,160.61,54,135,346,160.61,54,135,346
5099,156.87,44,357,95,166.06,152,312,110,160.64,54,135,346,160.64,54,135,346
5100,156.90,44,357,95,166.10,152,312,110,160.67,54,135,346,160.67,54,135,346
5101,156.93,44,357,95,166.13,152,312,110,160.70,54,135,345,160.70,54,135,345
5102,156.96,44,357,95,166.16,152,312,110,160.74,53,135,346,160.74,53,135,346
5103,156.99,44,357,95,166.20,152,312,110,160.77,54,135,345,160.77,54,135,345
5104,157.02,44,357,95,166.23,152,312,110,160.80,54,135,345,160.80,54,135,345
5105,157.05,44,357,95,166.26,152,312,110,160.83,54,134,346,160.83,54,134,346
5106,157.08,44,357,95,166.30,152,312,110,160.87,54,135,345,160.87,54,135,345
5107,157.12,44,357,95,166.33,152,312,110,160.90,54,135,345,160.90,54,135,345
5108,157.15,44,357,95,166.36,152,312,110,160.93,54,135,345,160.93,54,135,345
5109,157.18,44,357,95,166.39,152,312,110,160.96,54,135,345,160.96,54,135,345
5110,157.21,44,357,95,166.43,152,312,110,160.99,54,135,345,160.99,54,135,345
5111,157.24,44,357,95,166.46,152,312,110,161.03,54,135,345,161.03,54,135,345
5112,157.27,44,357,95,166.50,152,312,110,161.06,54,135,345,161.06,54,135,345
5113,157.30,44,357,95,166.53,152,312,110,161.09,54,134,345,161.09,54,134,345
5114,157.33,44,357,95,166.56,152,312,110,161.12,54,135,346,161.12,54,135,346
5115,157.37,44,357,95,166.59,152,312,110,161.16,54,135,345,161.16,54,135,345
5116,157.40,44,357,95,166.63,152,312,110,161.19,54,135,346,161.19,54,135,346
5117,157.43,44,357,95,166.66,152,312,110,161.22,54,135,345,161.22,54,135,345
5118,157.46,44,357,95,166.69,152,312,110,161.25,54,135,346,161.25,54,135,346
5119,157.49,44,357,95,166.73,152,312,110,161.28,54,135,346,161.28,54,135,346
5120,157.52,44,357,95,166.76,152,312,110,161.32,53,135,346,161.32,53,135,346
5121,157.55,44,357,95,166.79,152,312,110,161.35,54,135,345,161.35,54,135,345
5122,157.58,44,357,95,166.83,152,312,110,161.38,54,135,346,161.38,54,135,346
5123,157.62,44,357,95,166.86,152,312,110,161.41,54,135,345,161.41,54,135,345
5124,157.65,44,357,95,166.89,152,312,111,161.45,54,135,345,161.45,54,135,345
5125,157.68,44,357,95,166.93,152,312,110,161.48,54,135,346,161.48,54,135,346
5126,157.71,44,357,95,166.96,152,312,110,161.51,54,135,345,161.51,54,135,345
5127,157.74,44,357,95,166.99,152,312,110,161.54,54,135,346,161.54,54,135,346
5128,157.77,44,357,95,167.03,152,312,110,161.57,54,135,345,161.57,54,135,345
5129,157.80,44,357,95,167.06,152,312,110,161.61,54,135,346,161.61,54,135,346
5130,157.83,44,357,95,167.09,152,312,110,161.64,53,135,345,161.64,53,135,345
5131,157.86,44,357,95,167.13,152,312,110,161.67,54,135,346,161.67,54,135,346
5132,157.90,44,357,95,167.16,152,312,110,161.70,54,135,345,161.70,54,135,345
5133,157.93,44,357,95,167.19,152,312,110,161.74,54,135,346,161.74,54,135,346
5134,157.96,44,357,95,167.23,152,312,110,161.77,53,135,346,161.77,53,135,346
5135,157.99,44,357,95,167.26,152,312,110,161.80,54,135,346,161.80,54,135,346
5136,158.02,44,357,95,167.29,152,312,110,161.83,54,135,345,161.83,54,135,345
5137,158.05,44,357,95,167.33,152,312,110,161.86,54,134,346,161.86,54,134,346
5138,158.08,44,357,95,167.36,152,312,110,161.90,54,135,345,161.90,54,135,345
5139,158.11,44,357,95,167.39,152,312,110,161.93,54,134,345,161.93,54,134,345
5140,158.15,44,357,95,167.43,152,312,110,161.96,54,135,346,161.96,54,135,346
5141,158.18,44,357,95,167.46,152,312,110,161.99,53,135,345,161.99,53,135,345
5142,158.21,44,357,95,167.49,152,312,110,162.03,54,135,346,162.03,54,135,346
5143,158.24,44,357,95,167.53,152,312,110,162.06,54,135,345,162.06,54,135,345
5144,158.27,44,357,95,167.56,152,312,110,162.09,54,135,345,162.09,54,135,345
5145,158.30,44,357,95,167.59,152,312,110,162.12,54,135,345,162.12,54,135,345
5146,158.33,44,357,95,167.63,152,312,110,162.15,54,134,345,162.15,54,134,345
5147,158.36,44,357,95,167.66,152,312,110,162.19,53,135,346,162.19,53,135,346
5148,158.40,44,357,95,167.69,152,312,110,162.22,54,134,346,162.22,54,134,346
5149,158.43,44,357,95,167.73,152,312,110,162.25,54,135,345,162.25,54,135,345
5150,158.46,44,357,95,167.76,152,312,110,162.28,54,135,345,162.28,54,135,345
5151,158.49,44,357,95,167.79,152,312,110,162.32,54,135,345,162.32,54,135,345
5152,158.52,44,357,95,167.83,152,312,110,162.35,53,135,345,162.35,53,135,345
5153,158.55,44,357,95,167.86,152,312,110,162.38,54,135,346,162.38,54,135,346
5154,158.58,44,357,95,167.89,152,312,110,162.41,54,135,345,162.41,54,135,345
5155,158.61,44,357,95,167.93,152,312,110,162.45,53,135,345,162.45,53,135,345
5156,158.65,44,357,95,167.96,152,312,110,162.48,54,135,345,162.48,54,135,345
5157,158.68,44,357,95,167.99,152,312,110,162.51,54,135,345,162.51,54,135,345
5158,158.71,44,357,95,168.03,152,312,110,162.54,53,135,345,162.54,53,135,345
5159,158.74,44,357,95,168.06,152,312,110,162.57,54,135,346,162.57,54,135,346
5160,158.77,44,357,95,168.09,152,312,110,162.61,54,134,345,162.61,54,134,345
